location_id,X,Y,site,sample_depth_min,SOCc
101A0003,-96.45469898901968,41.15207953658716,NE,0,2.03521291048573
101A0003,-96.45469898901968,41.15207953658716,NE,5,1.70663997510803
101A0003,-96.45469898901968,41.15207953658716,NE,15,1.58050387748099
101A0003,-96.45469898901968,41.15207953658716,NE,30,0.961818094326081
101A0003,-96.45469898901968,41.15207953658716,NE,60,0.464506557318329
101A0003,-96.45469898901968,41.15207953658716,NE,90,0.260737964600187
101A0005,-96.45446352938536,41.15184789035229,NE,0,1.90257370064485
101A0005,-96.45446352938536,41.15184789035229,NE,5,1.68896726866761
101A0005,-96.45446352938536,41.15184789035229,NE,15,1.66780431974987
101A0005,-96.45446352938536,41.15184789035229,NE,30,1.12000879424018
101A0005,-96.45446352938536,41.15184789035229,NE,60,0.537947259978424
101A0005,-96.45446352938536,41.15184789035229,NE,90,0.296957531472437
101A0006,-96.45445967130296,41.15174006575515,NE,0,1.94558113746262
101A0006,-96.45445967130296,41.15174006575515,NE,5,1.52909501238136
101A0006,-96.45445967130296,41.15174006575515,NE,15,1.65363397093219
101A0006,-96.45445967130296,41.15174006575515,NE,30,1.08027741697052
101A0006,-96.45445967130296,41.15174006575515,NE,60,0.534886593171979
101A0006,-96.45445967130296,41.15174006575515,NE,90,0.303654169226629
101A0001,-96.45448350951948,41.15229623106845,NE,0,2.03944958884315
101A0001,-96.45448350951948,41.15229623106845,NE,5,1.72536368186811
101A0001,-96.45448350951948,41.15229623106845,NE,15,1.67813510312691
101A0001,-96.45448350951948,41.15229623106845,NE,30,1.07696856262269
101A0001,-96.45448350951948,41.15229623106845,NE,60,0.553812942290893
101A0001,-96.45448350951948,41.15229623106845,NE,90,0.330339741555031
101A0004,-96.45437235610164,41.151905832467854,NE,0,1.9002597744723
101A0004,-96.45437235610164,41.151905832467854,NE,5,1.5180925737867
101A0004,-96.45437235610164,41.151905832467854,NE,15,1.76250202295478
101A0004,-96.45437235610164,41.151905832467854,NE,30,1.11502845375708
